,Facilidade,Clientes,Coord_Clientes,Coord_Facilidade,Coord_cliente_facilidade,Tempo
1088,SANDU,Parque Rio Branco,"(-21.7339535, -41.3100007)","(-21.7642258, -41.3148822)","((-21.7339535, -41.3100007), (-21.7642258, -41.3148822))",810
1089,SANDU,Parque Rosario,"(-21.7735407, -41.3287998)","(-21.7642258, -41.3148822)","((-21.7735407, -41.3287998), (-21.7642258, -41.3148822))",524
1090,SANDU,Parque Rui Barbosa,"(-21.7845661, -41.33109779999999)","(-21.7642258, -41.3148822)","((-21.7845661, -41.33109779999999), (-21.7642258, -41.3148822))",694
1091,SANDU,Parque Salo Brand,"(-21.762943, -41.3046953)","(-21.7642258, -41.3148822)","((-21.762943, -41.3046953), (-21.7642258, -41.3148822))",227
1092,SANDU,Parque Santa Clara,"(-21.7355396, -41.3128479)","(-21.7642258, -41.3148822)","((-21.7355396, -41.3128479), (-21.7642258, -41.3148822))",830
1093,SANDU,Parque Santa Helena,"(-21.7317869, -41.3272689)","(-21.7642258, -41.3148822)","((-21.7317869, -41.3272689), (-21.7642258, -41.3148822))",1086
1094,SANDU,Parque Santa Rosa,"(-21.7266046, -41.2998911)","(-21.7642258, -41.3148822)","((-21.7266046, -41.2998911), (-21.7642258, -41.3148822))",1024
1095,SANDU,Parque Santo Amaro,"(-21.7638038, -41.3393716)","(-21.7642258, -41.3148822)","((-21.7638038, -41.3393716), (-21.7642258, -41.3148822))",622
1096,SANDU,Parque Santo Antônio,"(-21.742082, -41.3268346)","(-21.7642258, -41.3148822)","((-21.742082, -41.3268346), (-21.7642258, -41.3148822))",726
1097,SANDU,Parque Santos Dumont,"(-21.6869265, -41.3147291)","(-21.7642258, -41.3148822)","((-21.6869265, -41.3147291), (-21.7642258, -41.3148822))",1447
1098,SANDU,Parque São Caetano,"(-21.7580002, -41.3428678)","(-21.7642258, -41.3148822)","((-21.7580002, -41.3428678), (-21.7642258, -41.3148822))",637
1099,SANDU,Parque São Domingos,"(-21.7268664, -41.3053224)","(-21.7642258, -41.3148822)","((-21.7268664, -41.3053224), (-21.7642258, -41.3148822))",1003
1100,SANDU,Parque São José,"(-21.7259022, -41.3330687)","(-21.7642258, -41.3148822)","((-21.7259022, -41.3330687), (-21.7642258, -41.3148822))",1268
1101,SANDU,Parque São Mateus,"(-21.7163376, -41.314237)","(-21.7642258, -41.3148822)","((-21.7163376, -41.314237), (-21.7642258, -41.3148822))",1093
1102,SANDU,Parque São Silvestre,"(-21.7124775, -41.3037914)","(-21.7642258, -41.3148822)","((-21.7124775, -41.3037914), (-21.7642258, -41.3148822))",1180
1103,SANDU,Parque Tamandaré,"(-21.7560324, -41.3380643)","(-21.7642258, -41.3148822)","((-21.7560324, -41.3380643), (-21.7642258, -41.3148822))",614
1104,SANDU,Parque Tarcísio Miranda,"(-21.7816047, -41.3044567)","(-21.7642258, -41.3148822)","((-21.7816047, -41.3044567), (-21.7642258, -41.3148822))",541
1105,SANDU,Parque Tropical,"(-21.8147625, -41.3003049)","(-21.7642258, -41.3148822)","((-21.8147625, -41.3003049), (-21.7642258, -41.3148822))",979
1106,SANDU,Parque Turf Club,"(-21.7691851, -41.3094894)","(-21.7642258, -41.3148822)","((-21.7691851, -41.3094894), (-21.7642258, -41.3148822))",184
1107,SANDU,Parque Varanda do Visconde,"(-21.8057227, -41.2998133)","(-21.7642258, -41.3148822)","((-21.8057227, -41.2998133), (-21.7642258, -41.3148822))",950
1108,SANDU,Parque Vera Cruz,"(-21.7360076, -41.32915)","(-21.7642258, -41.3148822)","((-21.7360076, -41.32915), (-21.7642258, -41.3148822))",1047
1109,SANDU,Parque Vicente Gonçalves Dias,"(-21.7494167, -41.3172373)","(-21.7642258, -41.3148822)","((-21.7494167, -41.3172373), (-21.7642258, -41.3148822))",544
1110,SANDU,Penha,"(-21.7925146, -41.2833674)","(-21.7642258, -41.3148822)","((-21.7925146, -41.2833674), (-21.7642258, -41.3148822))",832
1111,SANDU,Pernambuca,"(-21.8075866, -41.49712479999999)","(-21.7642258, -41.3148822)","((-21.8075866, -41.49712479999999), (-21.7642258, -41.3148822))",2368
1112,SANDU,Poço Gordo,"(-21.8329253, -41.2275795)","(-21.7642258, -41.3148822)","((-21.8329253, -41.2275795), (-21.7642258, -41.3148822))",1655
1113,SANDU,Ponta da Lama,"(-21.8370393, -41.4279283)","(-21.7642258, -41.3148822)","((-21.8370393, -41.4279283), (-21.7642258, -41.3148822))",1606
1114,SANDU,Ponte de Coqueiros de Tócos,"(-21.8855681, -41.3109986)","(-21.7642258, -41.3148822)","((-21.8855681, -41.3109986), (-21.7642258, -41.3148822))",1937
1115,SANDU,Rio Preto,"(-21.7256414938058, -41.56115161423796)","(-21.7642258, -41.3148822)","((-21.7256414938058, -41.56115161423796), (-21.7642258, -41.3148822))",3023
1116,SANDU,Santa Ana,"(-21.6320294, -41.2526158)","(-21.7642258, -41.3148822)","((-21.6320294, -41.2526158), (-21.7642258, -41.3148822))",2112
1117,SANDU,Santa Cruz,"(-21.7260788, -41.4043264)","(-21.7642258, -41.3148822)","((-21.7260788, -41.4043264), (-21.7642258, -41.3148822))",1595
1118,SANDU,São Martinho,"(-22.0103593, -41.210161)","(-21.7642258, -41.3148822)","((-22.0103593, -41.210161), (-21.7642258, -41.3148822))",2942
1119,SANDU,São Sebastião de Campos,"(-21.8551344, -41.2114491)","(-21.7642258, -41.3148822)","((-21.8551344, -41.2114491), (-21.7642258, -41.3148822))",1933
1120,SANDU,Saturnino Braga,"(-21.8882808, -41.1980852)","(-21.7642258, -41.3148822)","((-21.8882808, -41.1980852), (-21.7642258, -41.3148822))",2211
1121,SANDU,Tapera,"(-21.788252, -41.3936825)","(-21.7642258, -41.3148822)","((-21.788252, -41.3936825), (-21.7642258, -41.3148822))",1167
1122,SANDU,Terra Prometida,"(-21.7139788, -41.2798345)","(-21.7642258, -41.3148822)","((-21.7139788, -41.2798345), (-21.7642258, -41.3148822))",1507
1123,SANDU,Tocos,"(-21.9007729, -41.2831951)","(-21.7642258, -41.3148822)","((-21.9007729, -41.2831951), (-21.7642258, -41.3148822))",1943
1124,SANDU,Travessão,"(-21.6070678, -41.3126835)","(-21.7642258, -41.3148822)","((-21.6070678, -41.3126835), (-21.7642258, -41.3148822))",1874
1125,SANDU,Ururai,"(-21.8117267, -41.3924302)","(-21.7642258, -41.3148822)","((-21.8117267, -41.3924302), (-21.7642258, -41.3148822))",1339
1126,SANDU,Venda Nova,"(-21.7806964, -41.1893024)","(-21.7642258, -41.3148822)","((-21.7806964, -41.1893024), (-21.7642258, -41.3148822))",1535
1127,SANDU,Vila da Rainha,"(-21.7700086, -41.293405)","(-21.7642258, -41.3148822)","((-21.7700086, -41.293405), (-21.7642258, -41.3148822))",671
1128,SANDU,Vila Industrial,"(-21.7156956, -41.2950799)","(-21.7642258, -41.3148822)","((-21.7156956, -41.2950799), (-21.7642258, -41.3148822))",1326
1129,SANDU,Vila Manhães,"(-21.7915221, -41.2745829)","(-21.7642258, -41.3148822)","((-21.7915221, -41.2745829), (-21.7642258, -41.3148822))",1000
1130,SANDU,Av. Dom Bosco,"(-21.7591468, -41.3400034)","(-21.7642258, -41.3148822)","((-21.7591468, -41.3400034), (-21.7642258, -41.3148822))",698
1132,SANDU,Estr. Poço Gordo,"(-21.830839, -41.2308837)","(-21.7642258, -41.3148822)","((-21.830839, -41.2308837), (-21.7642258, -41.3148822))",1591
1133,SANDU,Igreja Batista Jardim Ceasa,"(-21.7178297, -41.3022266)","(-21.7642258, -41.3148822)","((-21.7178297, -41.3022266), (-21.7642258, -41.3148822))",1167
1135,SANDU,Paraiso da Benção,"(-21.760452, -41.3266466)","(-21.7642258, -41.3148822)","((-21.760452, -41.3266466), (-21.7642258, -41.3148822))",402
1136,SANDU,Parque Barão do Rio Branco,"(-21.7336254, -41.3117783)","(-21.7642258, -41.3148822)","((-21.7336254, -41.3117783), (-21.7642258, -41.3148822))",848
1138,SANDU,Pernambucanas,"(-21.7543225, -41.3487367)","(-21.7642258, -41.3148822)","((-21.7543225, -41.3487367), (-21.7642258, -41.3148822))",938
1139,SANDU,Ponto da Lama,"(-21.8370393, -41.4279283)","(-21.7642258, -41.3148822)","((-21.8370393, -41.4279283), (-21.7642258, -41.3148822))",1606
1140,SANDU,Av. Pelinca,"(-21.7595963, -41.3341974)","(-21.7642258, -41.3148822)","((-21.7595963, -41.3341974), (-21.7642258, -41.3148822))",618
1141,SANDU,Av. Santa Rosa,"(-21.726035, -41.3080528)","(-21.7642258, -41.3148822)","((-21.726035, -41.3080528), (-21.7642258, -41.3148822))",962
1142,SANDU,Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.7642258, -41.3148822)","((-21.7504512, -41.3525693), (-21.7642258, -41.3148822))",1000
1143,SANDU,Parque Canaã,"(-21.6568988, -41.313475)","(-21.7642258, -41.3148822)","((-21.6568988, -41.313475), (-21.7642258, -41.3148822))",1619
1144,SANDU,Parque Ceasa,"(-21.7206644, -41.2996777)","(-21.7642258, -41.3148822)","((-21.7206644, -41.2996777), (-21.7642258, -41.3148822))",1149
1145,SANDU,Praça do Flamboyant 1,"(-21.7725578, -41.3072573)","(-21.7642258, -41.3148822)","((-21.7725578, -41.3072573), (-21.7642258, -41.3148822))",281
1146,SANDU,Rua Paraíso,"(-21.7229953, -41.3250517)","(-21.7642258, -41.3148822)","((-21.7229953, -41.3250517), (-21.7642258, -41.3148822))",1163
1147,SANDU,Igreja Adventista do Sét. Dia Calabouco,"(-21.7386222, -41.3150859)","(-21.7642258, -41.3148822)","((-21.7386222, -41.3150859), (-21.7642258, -41.3148822))",715
1148,SANDU,Santa Rosa,"(-22.0294289, -41.0280592)","(-21.7642258, -41.3148822)","((-22.0294289, -41.0280592), (-21.7642258, -41.3148822))",4234
1149,SANDU,UBS Salo Brand,"(-21.7653521, -41.3059432)","(-21.7642258, -41.3148822)","((-21.7653521, -41.3059432), (-21.7642258, -41.3148822))",235
1150,SANDU,Canaã,"(-21.7592199, -41.3215318)","(-21.7642258, -41.3148822)","((-21.7592199, -41.3215318), (-21.7642258, -41.3148822))",292
1151,SANDU,Aeroporto Bartolomeu Lisandro,"(-21.7013937, -41.3073687)","(-21.7642258, -41.3148822)","((-21.7013937, -41.3073687), (-21.7642258, -41.3148822))",1307
1152,SANDU,Av. Rui Barbosa,"(-21.7557442, -41.3080549)","(-21.7642258, -41.3148822)","((-21.7557442, -41.3080549), (-21.7642258, -41.3148822))",351
1153,SANDU,Ceasa Campos do G,"(-21.7681775, -41.3514521)","(-21.7642258, -41.3148822)","((-21.7681775, -41.3514521), (-21.7642258, -41.3148822))",799
1154,SANDU,Salo Brand,"(-21.7466594, -41.3216655)","(-21.7642258, -41.3148822)","((-21.7466594, -41.3216655), (-21.7642258, -41.3148822))",679
1155,SANDU,Tv. João Seixas,"(-21.7723261, -41.3237712)","(-21.7642258, -41.3148822)","((-21.7723261, -41.3237712), (-21.7642258, -41.3148822))",382
1156,SANDU,Ceasa,"(-21.7178297, -41.3022266)","(-21.7642258, -41.3148822)","((-21.7178297, -41.3022266), (-21.7642258, -41.3148822))",1167
1158,SANDU,Chave do Paraíso,"(-21.3949836, -41.4497645)","(-21.7642258, -41.3148822)","((-21.3949836, -41.4497645), (-21.7642258, -41.3148822))",3485
1159,SANDU,Igreja Batista em Nova Canaã,"(-21.6541754, -41.31617749999999)","(-21.7642258, -41.3148822)","((-21.6541754, -41.31617749999999), (-21.7642258, -41.3148822))",1694
1160,UBS TOCOS,Alphaville,"(-21.7711892, -41.3106727)","(-21.9007729, -41.2831951)","((-21.7711892, -41.3106727), (-21.9007729, -41.2831951))",1739
1161,UBS TOCOS,Baixa Grande,"(-21.9492435, -41.13520889999999)","(-21.9007729, -41.2831951)","((-21.9492435, -41.13520889999999), (-21.9007729, -41.2831951))",2071
1162,UBS TOCOS,Batista Ponto de Coqueiros,"(-21.9074616, -41.1586879)","(-21.9007729, -41.2831951)","((-21.9074616, -41.1586879), (-21.9007729, -41.2831951))",1669
1163,UBS TOCOS,Caju,"(-21.7444336, -41.3375268)","(-21.9007729, -41.2831951)","((-21.7444336, -41.3375268), (-21.9007729, -41.2831951))",2421
1164,UBS TOCOS,Campo Limpo,"(-21.8595722, -41.2413952)","(-21.9007729, -41.2831951)","((-21.8595722, -41.2413952), (-21.9007729, -41.2831951))",961
1165,UBS TOCOS,CEASA Campos dos G.,"(-21.7178297, -41.3022266)","(-21.9007729, -41.2831951)","((-21.7178297, -41.3022266), (-21.9007729, -41.2831951))",2954
1166,UBS TOCOS,Centro,"(-21.760181, -41.32211410000001)","(-21.9007729, -41.2831951)","((-21.760181, -41.32211410000001), (-21.9007729, -41.2831951))",2039
1167,UBS TOCOS,Chave do Paraíso de Deus,"(-21.3951104, -41.4486132)","(-21.9007729, -41.2831951)","((-21.3951104, -41.4486132), (-21.9007729, -41.2831951))",5299
1168,UBS TOCOS,Codim,"(-21.7106103, -41.2846222)","(-21.9007729, -41.2831951)","((-21.7106103, -41.2846222), (-21.9007729, -41.2831951))",3129
1169,UBS TOCOS,Conselheiro Josino,"(-21.5004534, -41.3437979)","(-21.9007729, -41.2831951)","((-21.5004534, -41.3437979), (-21.9007729, -41.2831951))",4336
1170,UBS TOCOS,Custodópolis,"(-21.7224988, -41.3097124)","(-21.9007729, -41.2831951)","((-21.7224988, -41.3097124), (-21.9007729, -41.2831951))",2862
1171,UBS TOCOS,Donana,"(-21.8211884, -41.2971687)","(-21.9007729, -41.2831951)","((-21.8211884, -41.2971687), (-21.9007729, -41.2831951))",1082
1172,UBS TOCOS,Estr. Brejo Grande,"(-21.6869393, -41.2872059)","(-21.9007729, -41.2831951)","((-21.6869393, -41.2872059), (-21.9007729, -41.2831951))",3238
1173,UBS TOCOS,Estr. Bulgalho,"(-21.8392734, -41.2388999)","(-21.9007729, -41.2831951)","((-21.8392734, -41.2388999), (-21.9007729, -41.2831951))",961
1174,UBS TOCOS,Goytacazes,"(-21.8322841, -41.2683545)","(-21.9007729, -41.2831951)","((-21.8322841, -41.2683545), (-21.9007729, -41.2831951))",601
1175,UBS TOCOS,Guriri,"(-21.9089274, -41.4696266)","(-21.9007729, -41.2831951)","((-21.9089274, -41.4696266), (-21.9007729, -41.2831951))",2735
1176,UBS TOCOS,Horto,"(-21.7623448, -41.2984828)","(-21.9007729, -41.2831951)","((-21.7623448, -41.2984828), (-21.9007729, -41.2831951))",1915
1177,UBS TOCOS,Ibitioca,"(-21.8202798, -41.4690847)","(-21.9007729, -41.2831951)","((-21.8202798, -41.4690847), (-21.9007729, -41.2831951))",2229
1178,UBS TOCOS,Ips,"(-21.7810256, -41.32185610000001)","(-21.9007729, -41.2831951)","((-21.7810256, -41.32185610000001), (-21.9007729, -41.2831951))",1793
1179,UBS TOCOS,Jardim Carioca,"(-21.7471402, -41.3247611)","(-21.9007729, -41.2831951)","((-21.7471402, -41.3247611), (-21.9007729, -41.2831951))",2490
1180,UBS TOCOS,Jardim das Acácias,"(-21.7924053, -41.297796)","(-21.9007729, -41.2831951)","((-21.7924053, -41.297796), (-21.9007729, -41.2831951))",1436
1181,UBS TOCOS,Jardim São Benenedito (Praça Nilo Peçanha),"(-21.7646615, -41.3219307)","(-21.9007729, -41.2831951)","((-21.7646615, -41.3219307), (-21.9007729, -41.2831951))",1943
1182,UBS TOCOS,Lagoa das Pedras,"(-21.6666667, -41.3333333)","(-21.9007729, -41.2831951)","((-21.6666667, -41.3333333), (-21.9007729, -41.2831951))",3695
1183,UBS TOCOS,Lagoa de Cima,"(-21.7672222, -41.5169444)","(-21.9007729, -41.2831951)","((-21.7672222, -41.5169444), (-21.9007729, -41.2831951))",3732
1184,UBS TOCOS,Lapa,"(-21.7563171, -41.3128812)","(-21.9007729, -41.2831951)","((-21.7563171, -41.3128812), (-21.9007729, -41.2831951))",2139
1185,UBS TOCOS,Mineiros,"(-21.8800211, -41.2210236)","(-21.9007729, -41.2831951)","((-21.8800211, -41.2210236), (-21.9007729, -41.2831951))",1127
1186,UBS TOCOS,Nova Brasília,"(-21.7441893, -41.3581852)","(-21.9007729, -41.2831951)","((-21.7441893, -41.3581852), (-21.9007729, -41.2831951))",2471
1187,UBS TOCOS,Nova Campos,"(-21.7217011, -41.3103395)","(-21.9007729, -41.2831951)","((-21.7217011, -41.3103395), (-21.9007729, -41.2831951))",2841
1188,UBS TOCOS,Novo Jockey,"(-21.7792586, -41.2780066)","(-21.9007729, -41.2831951)","((-21.7792586, -41.2780066), (-21.9007729, -41.2831951))",1866
1189,UBS TOCOS,Parque Aeroporto,"(-21.6969147, -41.307831)","(-21.9007729, -41.2831951)","((-21.6969147, -41.307831), (-21.9007729, -41.2831951))",3133
1190,UBS TOCOS,Parque Aldeia,"(-21.7254055, -41.332284)","(-21.9007729, -41.2831951)","((-21.7254055, -41.332284), (-21.9007729, -41.2831951))",2898
1191,UBS TOCOS,Parque Alvorada,"(-21.7429556, -41.3184913)","(-21.9007729, -41.2831951)","((-21.7429556, -41.3184913), (-21.9007729, -41.2831951))",2530
1192,UBS TOCOS,Parque Alzira Vargas,"(-21.7656981, -41.3252314)","(-21.9007729, -41.2831951)","((-21.7656981, -41.3252314), (-21.9007729, -41.2831951))",2037
1193,UBS TOCOS,Parque Aurora,"(-21.7788905, -41.3235073)","(-21.9007729, -41.2831951)","((-21.7788905, -41.3235073), (-21.9007729, -41.2831951))",1883
1194,UBS TOCOS,Parque Avenida Pelinca,"(-21.7604812, -41.3320547)","(-21.9007729, -41.2831951)","((-21.7604812, -41.3320547), (-21.9007729, -41.2831951))",2299
1195,UBS TOCOS,Parque Bandeirantes,"(-21.7213412, -41.309035)","(-21.9007729, -41.2831951)","((-21.7213412, -41.309035), (-21.9007729, -41.2831951))",2897
1196,UBS TOCOS,Parque Bela Vista,"(-21.7984896, -41.2968969)","(-21.9007729, -41.2831951)","((-21.7984896, -41.2968969), (-21.9007729, -41.2831951))",1363
1197,UBS TOCOS,Parque Boa Vista,"(-21.6943045, -41.3184913)","(-21.9007729, -41.2831951)","((-21.6943045, -41.3184913), (-21.9007729, -41.2831951))",3326
1198,UBS TOCOS,Parque Bonsucesso,"(-21.7209727, -41.3145352)","(-21.9007729, -41.2831951)","((-21.7209727, -41.3145352), (-21.9007729, -41.2831951))",2724
1199,UBS TOCOS,Parque Calabouco,"(-21.7372533, -41.3172373)","(-21.9007729, -41.2831951)","((-21.7372533, -41.3172373), (-21.9007729, -41.2831951))",2562
1200,UBS TOCOS,Parque Califórnia,"(-21.759319, -41.306149)","(-21.9007729, -41.2831951)","((-21.759319, -41.306149), (-21.9007729, -41.2831951))",2033
1201,UBS TOCOS,Parque Cidade Luz,"(-21.722603, -41.3319192)","(-21.9007729, -41.2831951)","((-21.722603, -41.3319192), (-21.9007729, -41.2831951))",2972
1202,UBS TOCOS,Parque Conselheiro Tomaz Coelho,"(-21.7544774, -41.3286465)","(-21.9007729, -41.2831951)","((-21.7544774, -41.3286465), (-21.9007729, -41.2831951))",2290
1203,UBS TOCOS,Parque Corrientes,"(-21.7454786, -41.3534142)","(-21.9007729, -41.2831951)","((-21.7454786, -41.3534142), (-21.9007729, -41.2831951))",2417
1204,UBS TOCOS,Parque do Prado,"(-21.7955985, -41.2952869)","(-21.9007729, -41.2831951)","((-21.7955985, -41.2952869), (-21.9007729, -41.2831951))",1495
1205,UBS TOCOS,Parque Dom Bosco,"(-21.7608174, -41.3379783)","(-21.9007729, -41.2831951)","((-21.7608174, -41.3379783), (-21.9007729, -41.2831951))",2198
1206,UBS TOCOS,Parque dos Rodoviários,"(-21.7557367, -41.34665940000001)","(-21.9007729, -41.2831951)","((-21.7557367, -41.34665940000001), (-21.9007729, -41.2831951))",2286
1207,UBS TOCOS,Parque Dr. Beda,"(-21.7838389, -41.3220171)","(-21.9007729, -41.2831951)","((-21.7838389, -41.3220171), (-21.9007729, -41.2831951))",1850
1208,UBS TOCOS,Parque Eldorado,"(-21.7148183, -41.3031301)","(-21.9007729, -41.2831951)","((-21.7148183, -41.3031301), (-21.9007729, -41.2831951))",2944
1209,UBS TOCOS,Parque Esplanada,"(-21.7466603, -41.3630875)","(-21.9007729, -41.2831951)","((-21.7466603, -41.3630875), (-21.9007729, -41.2831951))",2560
1210,UBS TOCOS,Parque Fazenda Grande,"(-21.7776963, -41.3122208)","(-21.9007729, -41.2831951)","((-21.7776963, -41.3122208), (-21.9007729, -41.2831951))",1721
1211,UBS TOCOS,Parque Fazendinha Campos dos G.,"(-21.7614561, -41.3167841)","(-21.9007729, -41.2831951)","((-21.7614561, -41.3167841), (-21.9007729, -41.2831951))",2002
1212,UBS TOCOS,Parque Flamboyant,"(-21.7751086, -41.3046953)","(-21.9007729, -41.2831951)","((-21.7751086, -41.3046953), (-21.9007729, -41.2831951))",1698
1213,UBS TOCOS,Parque Fundão,"(-21.727279, -41.3283031)","(-21.9007729, -41.2831951)","((-21.727279, -41.3283031), (-21.9007729, -41.2831951))",2803
1214,UBS TOCOS,Parque Guarus,"(-21.7210448, -41.32179259999999)","(-21.9007729, -41.2831951)","((-21.7210448, -41.32179259999999), (-21.9007729, -41.2831951))",2914
1215,UBS TOCOS,Parque Imperial,"(-21.8038887, -41.30406809999999)","(-21.9007729, -41.2831951)","((-21.8038887, -41.30406809999999), (-21.9007729, -41.2831951))",1399
1216,UBS TOCOS,Parque João Maria,"(-21.7739168, -41.3214584)","(-21.9007729, -41.2831951)","((-21.7739168, -41.3214584), (-21.9007729, -41.2831951))",1926
1217,UBS TOCOS,Parque João Seixas,"(-21.768398, -41.325772)","(-21.9007729, -41.2831951)","((-21.768398, -41.325772), (-21.9007729, -41.2831951))",1947
1218,UBS TOCOS,Parque Jóquei Club,"(-21.7801522, -41.2926106)","(-21.9007729, -41.2831951)","((-21.7801522, -41.2926106), (-21.9007729, -41.2831951))",1616
1219,UBS TOCOS,Parque José do Patrocínio,"(-21.7799453, -41.3027016)","(-21.9007729, -41.2831951)","((-21.7799453, -41.3027016), (-21.9007729, -41.2831951))",1579
1220,UBS TOCOS,Parque Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.9007729, -41.2831951)","((-21.7504512, -41.3525693), (-21.9007729, -41.2831951))",2394
1221,UBS TOCOS,Parque Leopoldina,"(-21.7531904, -41.3429396)","(-21.9007729, -41.2831951)","((-21.7531904, -41.3429396), (-21.9007729, -41.2831951))",2221
1222,UBS TOCOS,Parque Maciel,"(-21.7580768, -41.3046953)","(-21.9007729, -41.2831951)","((-21.7580768, -41.3046953), (-21.9007729, -41.2831951))",2057
1223,UBS TOCOS,Parque Menezes,"(-21.7894288, -41.2714453)","(-21.9007729, -41.2831951)","((-21.7894288, -41.2714453), (-21.9007729, -41.2831951))",1599
1224,UBS TOCOS,Parque Nova Canaã,"(-21.6559772, -41.3151397)","(-21.9007729, -41.2831951)","((-21.6559772, -41.3151397), (-21.9007729, -41.2831951))",3458
